participant,peak_number,peak_index,timestamp,amplitude,detection_method,added_peak
P11,1,23,0.6607296753806376,0.0556424403496516,balanced_cleaned,False
P11,2,166,4.768744613616777,0.0373272889039119,balanced_cleaned,False
P11,3,306,8.790577420281528,0.0418760394252391,balanced_cleaned,False
P11,4,442,12.697500718184427,0.0544305487940443,balanced_cleaned,False
P11,5,582,16.71933352484918,0.0474306453028801,balanced_cleaned,False
P11,6,724,20.798621085894855,0.0646099733813225,balanced_cleaned,False
P11,7,863,24.791726515369145,0.0633417924201366,balanced_cleaned,False
P11,8,999,28.698649813272045,0.0565769368996405,balanced_cleaned,False
P11,9,1142,32.80666475150819,0.061899044599549,balanced_cleaned,False
P11,10,1285,36.914679689744325,0.0496997642531327,balanced_cleaned,False
P11,11,1420,40.79287561045676,0.0722970970012048,balanced_cleaned,False
P11,12,1566,44.98707268026429,0.058037758711909,balanced_cleaned,False
P11,13,1700,48.83654122378626,0.064419324678309,balanced_cleaned,False
P11,14,1840,52.85837403045102,0.0623325359945499,balanced_cleaned,False
P11,15,1983,56.96638896868715,0.0616593716634434,balanced_cleaned,False
P11,16,2130,61.18931341568514,0.0389672362650516,balanced_cleaned,False
P11,17,2269,65.18241884515943,0.0635263544739619,balanced_cleaned,False
P11,18,2401,68.97443263430048,0.0775970271926028,balanced_cleaned,False
P11,19,2545,73.11117494972709,0.0521710492403962,balanced_cleaned,False
P11,20,2689,77.24791726515369,0.0437610524936451,balanced_cleaned,False
P11,21,2827,81.21229531743751,0.0478974806790622,balanced_cleaned,False
P11,22,2967,85.23412812410227,0.0477522383987362,balanced_cleaned,False
P11,23,3108,89.28468830795748,0.0752869598137611,balanced_cleaned,False
P11,24,3243,93.16288422866992,0.051663569525096,balanced_cleaned,False
P11,25,3391,97.41453605285837,0.068368062605792,balanced_cleaned,False
P11,26,3518,101.0629129560471,0.0469966758945408,balanced_cleaned,False
P11,27,3670,105.4294742889974,0.0556260054637356,balanced_cleaned,False
P11,28,3817,109.6523987359954,0.0538419624077813,balanced_cleaned,False
P11,29,3950,113.4731399023269,0.0403838606242366,balanced_cleaned,False
P11,30,4087,117.40879057742028,0.0449480774002383,balanced_cleaned,False
P11,31,4225,121.3731686297041,0.0657714263112066,balanced_cleaned,False
P11,32,4367,125.45245619074976,0.0780776272834847,balanced_cleaned,False
P11,33,4497,129.1870152255099,0.0596908741665681,balanced_cleaned,False
P11,34,4638,133.23757540936512,0.0431740340129304,balanced_cleaned,False
P11,35,4784,137.43177247917265,0.0559455340659339,balanced_cleaned,False
P11,36,4925,141.48233266302785,0.0491266679184869,balanced_cleaned,False
P11,37,5060,145.3605285837403,0.0457593228789256,balanced_cleaned,False
P11,38,5207,149.58345303073827,0.0660141671355749,balanced_cleaned,False
P11,39,5349,153.66274059178397,0.0230105102742356,balanced_cleaned,False
P11,40,5491,157.74202815282965,0.0470177597542,balanced_cleaned,False
P11,41,5631,161.7638609594944,0.0561646780523612,balanced_cleaned,False
P11,42,5775,165.900603274921,0.0532565303200358,balanced_cleaned,False
P11,43,5900,169.4915254237288,0.059674082682476,balanced_cleaned,False
P11,44,6046,173.68572249353633,0.0357534632616067,balanced_cleaned,False
P11,45,6188,177.765010054582,0.048429075704783,balanced_cleaned,False
P11,46,6327,181.7581154840563,0.0483899054295938,balanced_cleaned,False
P11,47,6466,185.75122091353057,0.0479198587915184,balanced_cleaned,False
P11,48,6617,190.0890548692904,0.0459817455488917,balanced_cleaned,False
