participant,peak_number,peak_index,timestamp,amplitude,detection_method,added_peak
P14,1,14,0.4021832806664751,0.0123482502743996,balanced_cleaned,False
P14,2,100,2.872737719046251,0.0092596203943887,balanced_cleaned,True
P14,3,109,3.1312841137604135,0.0094013675640918,balanced_cleaned,True
P14,4,201,5.7742028152829645,0.015846100690473,balanced_cleaned,False
P14,5,339,9.73858086756679,0.0151467491993989,balanced_cleaned,False
P14,6,479,13.76041367423154,0.0148027025801009,balanced_cleaned,False
P14,7,619,17.782246480896294,0.0115981595114148,balanced_cleaned,False
P14,8,751,21.574260270037342,0.017160221845981,balanced_cleaned,False
P14,9,895,25.711002585463945,0.0157748377504161,balanced_cleaned,False
P14,10,1037,29.790290146509623,0.0176819347032934,balanced_cleaned,False
P14,11,1180,33.89830508474576,0.0203573036392149,balanced_cleaned,False
P14,12,1317,37.83395575983912,0.0138473087244132,balanced_cleaned,False
P14,13,1460,41.94197069807526,0.0141741899394962,balanced_cleaned,False
P14,14,1604,46.07871301350186,0.0192176088845105,balanced_cleaned,False
P14,15,1740,49.98563631140477,0.0154832284501279,balanced_cleaned,False
P14,16,1877,53.92128698649813,0.0147668188942167,balanced_cleaned,False
P14,17,2022,58.08675667911519,0.0154811230219985,balanced_cleaned,False
P14,18,2161,62.07986210858948,0.0226390431556121,balanced_cleaned,False
P14,19,2296,65.95805802930192,0.0184121668007208,balanced_cleaned,False
P14,20,2444,70.20970985349037,0.0198079194738628,balanced_cleaned,False
P14,21,2586,74.28899741453604,0.0250485544942704,balanced_cleaned,False
P14,22,2728,78.36828497558173,0.0153138410382524,balanced_cleaned,False
P14,23,2866,82.33266302786555,0.0144344397084726,balanced_cleaned,False
P14,24,3004,86.29704108014937,0.0183565562351561,balanced_cleaned,False
P14,25,3145,90.3476012640046,0.0267502142328774,balanced_cleaned,False
P14,26,3284,94.34070669347888,0.0177400997456643,balanced_cleaned,False
P14,27,3338,95.89198506176383,0.0514118220657296,balanced_cleaned,False
P14,28,3422,98.3050847457627,0.0134209365494009,balanced_cleaned,False
P14,29,3545,101.8385521401896,0.0125435541543566,balanced_cleaned,False
P14,30,3704,106.40620511347312,0.0133232221397652,balanced_cleaned,False
P14,31,3842,110.37058316575695,0.0171438521500564,balanced_cleaned,False
P14,32,3986,114.50732548118356,0.0136451823614136,balanced_cleaned,False
P14,33,4126,118.5291582878483,0.0115378033108638,balanced_cleaned,False
P14,34,4266,122.55099109451308,0.017121131805244,balanced_cleaned,False
P14,35,4403,126.48664176960642,0.0158651665489187,balanced_cleaned,False
P14,36,4549,130.68083883941395,0.0140399485880539,balanced_cleaned,False
P14,37,4688,134.67394426888825,0.0095192093702067,balanced_cleaned,True
P14,38,4830,138.75323182993392,0.0151535022826817,balanced_cleaned,False
P14,39,4972,142.8325193909796,0.017032902470688,balanced_cleaned,False
P14,40,5120,147.08417121516806,0.020241770332821,balanced_cleaned,False
P14,41,5250,150.81873024992817,0.0107731840923199,balanced_cleaned,False
P14,42,5392,154.89801781097384,0.0133128476070551,balanced_cleaned,False
P14,43,5534,158.97730537201952,0.0208128050685362,balanced_cleaned,False
P14,44,5676,163.0565929330652,0.0166721694412353,balanced_cleaned,False
P14,45,5813,166.99224360815856,0.0150658995410293,balanced_cleaned,False
P14,46,5952,170.98534903763286,0.0133563036987199,balanced_cleaned,False
P14,47,6091,174.97845446710713,0.0153233873245193,balanced_cleaned,False
P14,48,6236,179.1439241597242,0.0192931526471051,balanced_cleaned,False
P14,49,6371,183.02212008043665,0.015516367289704,balanced_cleaned,False
P14,50,6512,187.07268026429185,0.0108855815770631,balanced_cleaned,False
P14,51,6653,191.12324044814707,0.0141331806575973,balanced_cleaned,False
P14,52,6793,195.14507325481185,0.0163767687188865,balanced_cleaned,False
P14,53,6936,199.25308819304797,0.0178433659392599,balanced_cleaned,False
P14,54,7068,203.045101982189,0.0169612634668395,balanced_cleaned,False
P14,55,7214,207.23929905199657,0.0126527806920983,balanced_cleaned,False
P14,56,7350,211.14622234989943,0.0162566701366324,balanced_cleaned,False
